category,priority_score,label,clean_file,source_file,extension,bytes,sha256
giaba,4,GIABA / 6946efde517a6b7e5a83192072b4ce874142c99ab71622643bc4258f3d6a92cd-ML-and-TF-Linked-to-the-Misuse-of-LP-.pdf,02_giaba_evaluations_typologies\GIABA _ 6946efde517a6b7e5a83192072b4ce874142c99ab71622643bc4258f3d6a92cd-ML-and-TF-Linked-to-the-Misuse-of-LP-.pdf,assets\giaba-org__Frame__pdfviewer-6946efde517a6b7e5a83192072b4ce874142c99ab71622643bc4258f3d6a92cd-ML-and-TF-Linked-to-the-Misuse-of-LP---f7e6ed4110.pdf,.pdf,21069,ed9884f9acb2d63a4fd91f03edf854433a8c8c29c3a6e7d10d697dfae80bf001
giaba,4,GIABA / 6e285f5801ad2e1e5b0ea697fca4487defc2d288ded7955ef4c36d88075caa40-5th-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 6e285f5801ad2e1e5b0ea697fca4487defc2d288ded7955ef4c36d88075caa40-5th-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-6e285f5801ad2e1e5b0ea697fca4487defc2d288ded7955ef4c36d88075caa40-5th-FUR-Nigeria---English.pdf--a09d6ba708.pdf,.pdf,20947,e8d09bd233dcef879c1c9a2d3fa608782ddc16f62d55cc44b85a414bb0845292
giaba,4,GIABA / 768b8b657497a70ec8939557d567d4ca91f32dae647f760f59e6bb02a82188ca-3rd-FUR-Sierra-Leone---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 768b8b657497a70ec8939557d567d4ca91f32dae647f760f59e6bb02a82188ca-3rd-FUR-Sierra-Leone---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-768b8b657497a70ec8939557d567d4ca91f32dae647f760f59e6bb02a82188ca-3rd-FUR-Sierra-Leone---English.pdf--c4d678aa3a.pdf,.pdf,20961,a5d9b1ef824d0f8159a88cb0a516ef22846dc025467c4f528c6de0d2c78de098
giaba,4,GIABA / 77e9dc1d4e545aa2828423589be502e14fed956a62fbd72f262fdf7c4fedc32f-Terceiro-Relatorio-de-Seguimento-Refo.pdf,02_giaba_evaluations_typologies\GIABA _ 77e9dc1d4e545aa2828423589be502e14fed956a62fbd72f262fdf7c4fedc32f-Terceiro-Relatorio-de-Seguimento-Refo.pdf,assets\giaba-org__Frame__pdfviewer-77e9dc1d4e545aa2828423589be502e14fed956a62fbd72f262fdf7c4fedc32f-Terceiro-Relatorio-de-Seguimento-Refo--2e85e595b6.pdf,.pdf,21025,052efda94b34ecd0761cb9b983dedc77bc46cd9ffef3a4607453e64d4efc63d7
giaba,4,GIABA / 78df10941cfe46071540b443f30e8e984b4b255f40e72cd653d4ac878c68086b-3RD_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 78df10941cfe46071540b443f30e8e984b4b255f40e72cd653d4ac878c68086b-3RD_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-78df10941cfe46071540b443f30e8e984b4b255f40e72cd653d4ac878c68086b-3RD_FUR_GAMBIA.pdf--cf26b8be07.pdf,.pdf,20909,75c4b74291d6bf0e5371798eb8540f5f3354440420251b30635b80e5bf923ae1
giaba,4,GIABA / 79ae5a4f084e1e7cbd4bf06f252a5c2d59a3c49b42d6326cca1bf03db40ebf5d-6th-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 79ae5a4f084e1e7cbd4bf06f252a5c2d59a3c49b42d6326cca1bf03db40ebf5d-6th-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-79ae5a4f084e1e7cbd4bf06f252a5c2d59a3c49b42d6326cca1bf03db40ebf5d-6th-FUR-Nigeria---English.pdf--5ad774cab6.pdf,.pdf,20947,b02bc60808a9224261108c666a577de859e18c8a7f436ed8b36e8aad66482b5f
giaba,4,GIABA / 7a719129eecb788a92ae783de25110dddc997e84d93750ba53c6a775633948ec-1197_ENG---Guinea-Bissau-MER-3---POST.pdf,02_giaba_evaluations_typologies\GIABA _ 7a719129eecb788a92ae783de25110dddc997e84d93750ba53c6a775633948ec-1197_ENG---Guinea-Bissau-MER-3---POST.pdf,assets\giaba-org__Frame__pdfviewer-7a719129eecb788a92ae783de25110dddc997e84d93750ba53c6a775633948ec-1197_ENG---Guinea-Bissau-MER-3---POST--7016ac8960.pdf,.pdf,21081,093550723af04ff0bc5fab7ae83b8c4ad194a5a80ab7139fa88b374c109cc34f
giaba,4,GIABA / 7c50c71388859d5d3816618ecf093a28ae24593aab247d3544fb0af0d3007ba1-MER-ACTION-PLAN_CARBON-VERDE.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 7c50c71388859d5d3816618ecf093a28ae24593aab247d3544fb0af0d3007ba1-MER-ACTION-PLAN_CARBON-VERDE.pdf.pdf,assets\giaba-org__Frame__pdfviewer-7c50c71388859d5d3816618ecf093a28ae24593aab247d3544fb0af0d3007ba1-MER-ACTION-PLAN_CARBON-VERDE.pdf--bf046e8ba9.pdf,.pdf,20945,68b9b9355aca5f16c480b3392e233ee19c07789335067d2242bd4517a45325c9
giaba,4,GIABA / 7e365c1383e704a01479ab95186ecbae35087b7584530cef89c4706e95487321-1ST_FUR_GHANA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 7e365c1383e704a01479ab95186ecbae35087b7584530cef89c4706e95487321-1ST_FUR_GHANA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-7e365c1383e704a01479ab95186ecbae35087b7584530cef89c4706e95487321-1ST_FUR_GHANA.pdf--9934869dfd.pdf,.pdf,20907,e462f0e1abdec9890163a10fc6a21762a1ce46c98978302ed0727f31f314c9b0
giaba,4,GIABA / 7f3edc2b53cfe862b538de3ea516127eb786ee2676ed9965f2cfcdd0b74a9324-2ND_FUR_BENIN.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 7f3edc2b53cfe862b538de3ea516127eb786ee2676ed9965f2cfcdd0b74a9324-2ND_FUR_BENIN.pdf.pdf,assets\giaba-org__Frame__pdfviewer-7f3edc2b53cfe862b538de3ea516127eb786ee2676ed9965f2cfcdd0b74a9324-2ND_FUR_BENIN.pdf--c02379f5b4.pdf,.pdf,20907,6fd454d6044c8aadce4185da645a4962babf314a084ce54c32166db49e797039
giaba,4,GIABA / 8115108da42133d0fef0aa487725edf56c91932b85d6cc42fcc6ac6f91f9604d-4TH_FUR_SECRETARIAT-INFO.NOTE.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 8115108da42133d0fef0aa487725edf56c91932b85d6cc42fcc6ac6f91f9604d-4TH_FUR_SECRETARIAT-INFO.NOTE.pdf.pdf,assets\giaba-org__Frame__pdfviewer-8115108da42133d0fef0aa487725edf56c91932b85d6cc42fcc6ac6f91f9604d-4TH_FUR_SECRETARIAT-INFO.NOTE.pdf--9abbdab637.pdf,.pdf,20943,0bfd7f311846afe45ff7b3b80e9a65baa6109e532fc1e2caf2472a5cdf090e9d
giaba,4,GIABA / 820bcf891dd53dc462a679e17071254b92a17bcc98b7770975f4109dd50a23fb-2ND_FUR_LIBERIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 820bcf891dd53dc462a679e17071254b92a17bcc98b7770975f4109dd50a23fb-2ND_FUR_LIBERIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-820bcf891dd53dc462a679e17071254b92a17bcc98b7770975f4109dd50a23fb-2ND_FUR_LIBERIA.pdf--92f1acbb9c.pdf,.pdf,20911,5b71911ac2f4f8fedc4c910ed79e1c6d5e0f13e3fc4dba169b4be949282022e4
giaba,4,GIABA / 829e5eb260dac18bf5347884ff5a3ac980aa5f6f3a3cb8756927ed6cce374938-ENG---Final-GIABA-MER-of-Guinea.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 829e5eb260dac18bf5347884ff5a3ac980aa5f6f3a3cb8756927ed6cce374938-ENG---Final-GIABA-MER-of-Guinea.pdf.pdf,assets\giaba-org__Frame__pdfviewer-829e5eb260dac18bf5347884ff5a3ac980aa5f6f3a3cb8756927ed6cce374938-ENG---Final-GIABA-MER-of-Guinea.pdf--d50decfa0d.pdf,.pdf,20967,55f03dae6ebcff6b0b51c3a74be25efcfda159ccbab94c426bd6e89724c997f5
giaba,4,GIABA / 8503f32baab691dd7d976ecaac0aebf6deafec7ea6c916c93c0ed4ed6943c98c-SCI07-Avis-Assistant-IT-ENG.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 8503f32baab691dd7d976ecaac0aebf6deafec7ea6c916c93c0ed4ed6943c98c-SCI07-Avis-Assistant-IT-ENG.pdf.pdf,assets\giaba-org__Frame__pdfviewer-8503f32baab691dd7d976ecaac0aebf6deafec7ea6c916c93c0ed4ed6943c98c-SCI07-Avis-Assistant-IT-ENG.pdf--ba040da990.pdf,.pdf,20957,660afe83ddaeab9a9c499b83cb5648e7f3e58b50d122adf891600815621dd745
giaba,4,GIABA / 8844f464ffe0c069ef50e0f308fe8d4c1035e2681f89eccb0a6b8c97d11b670a-2nd-FUR-Sierra-Leone---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 8844f464ffe0c069ef50e0f308fe8d4c1035e2681f89eccb0a6b8c97d11b670a-2nd-FUR-Sierra-Leone---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-8844f464ffe0c069ef50e0f308fe8d4c1035e2681f89eccb0a6b8c97d11b670a-2nd-FUR-Sierra-Leone---English.pdf--5c452ea84f.pdf,.pdf,20961,0e92d8a9242c4050c55ff423982402944eeddfc2e4f7f6b8a4509e154d844489
giaba,4,GIABA / 8a7fa8c432dd33056153cbe756b95450e1409608b88f9b9491df9f0a069ffe16-ENG---3rd-FUR-of-Benin--May 24.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 8a7fa8c432dd33056153cbe756b95450e1409608b88f9b9491df9f0a069ffe16-ENG---3rd-FUR-of-Benin--May 24.pdf.pdf,assets\giaba-org__Frame__pdfviewer-8a7fa8c432dd33056153cbe756b95450e1409608b88f9b9491df9f0a069ffe16-ENG---3rd-FUR-of-Benin--May-2024.pdf--f5347d62f5.pdf,.pdf,20973,f40b481a6b2a88e3a8422e8f1674aaace563724c9920bfd8b24b88898aec8ab1
giaba,4,GIABA / 8fe6cc86724574b473c89a2f4d8c23a210a26b8b8b65fd1a413d229d159fd30a-1ST_FUR_LIBERIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 8fe6cc86724574b473c89a2f4d8c23a210a26b8b8b65fd1a413d229d159fd30a-1ST_FUR_LIBERIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-8fe6cc86724574b473c89a2f4d8c23a210a26b8b8b65fd1a413d229d159fd30a-1ST_FUR_LIBERIA.pdf--966435b3e2.pdf,.pdf,20911,53c1e8f3c9658ee1fe2175f4ccfef7b02b4c73cd6dc550c4d4be9743394f6ebd
giaba,4,GIABA / 94de6cfdf4d1a2b82c2a2b559716b308f14060ee3759d6bb16a7a7641caee4f1-1195_CASINO_Study_GIABA_ENG_finale-3-.pdf,02_giaba_evaluations_typologies\GIABA _ 94de6cfdf4d1a2b82c2a2b559716b308f14060ee3759d6bb16a7a7641caee4f1-1195_CASINO_Study_GIABA_ENG_finale-3-.pdf,assets\giaba-org__Frame__pdfviewer-94de6cfdf4d1a2b82c2a2b559716b308f14060ee3759d6bb16a7a7641caee4f1-1195_CASINO_Study_GIABA_ENG_finale-3---37dee6da35.pdf,.pdf,20967,4f415543538ef35eb97959b77a29e7e84639b19a2bf21d4428e7e2a2e846435b
giaba,4,GIABA / 952364e413b4bf7076c3d7328ced3b26261037f4edaf436ed1b5fd9657435927-3rd-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 952364e413b4bf7076c3d7328ced3b26261037f4edaf436ed1b5fd9657435927-3rd-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-952364e413b4bf7076c3d7328ced3b26261037f4edaf436ed1b5fd9657435927-3rd-FUR-Nigeria---English.pdf--4492d0dbde.pdf,.pdf,20947,d6e40510cfaf46dfa8dd8ca9e18de5ce555dd88804e55921f885ffa472b6bbbe
giaba,4,GIABA / 9814c695029a5ab2d202a4386f74bf6c1a5516b949816de2c4c00bdec502abc1-4th-FUR-Sierra-Leone---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 9814c695029a5ab2d202a4386f74bf6c1a5516b949816de2c4c00bdec502abc1-4th-FUR-Sierra-Leone---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-9814c695029a5ab2d202a4386f74bf6c1a5516b949816de2c4c00bdec502abc1-4th-FUR-Sierra-Leone---English.pdf--44609d0404.pdf,.pdf,20961,00ae242676b10ba6027f506005699c1a73c4071b065f562aa1832058ca65ad56
giaba,4,GIABA / 98828973aaba0c2e4b694fbb3f88db64d363efde15277b8dcb722fad5ee967ba-6TH_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ 98828973aaba0c2e4b694fbb3f88db64d363efde15277b8dcb722fad5ee967ba-6TH_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-98828973aaba0c2e4b694fbb3f88db64d363efde15277b8dcb722fad5ee967ba-6TH_FUR_GAMBIA.pdf--15d8701b9d.pdf,.pdf,20909,721bf85b98418c21850af871d1925044fa10661e235efe6345a3be6dd2c3601e
giaba,4,GIABA / 99c19b8ca8a91ea3789cedc505302fabb8f2bdf9e78e181f53df56e1f979bb9a-Troisieme-Rapport-de-Suivi-Renforce-d.pdf,02_giaba_evaluations_typologies\GIABA _ 99c19b8ca8a91ea3789cedc505302fabb8f2bdf9e78e181f53df56e1f979bb9a-Troisieme-Rapport-de-Suivi-Renforce-d.pdf,assets\giaba-org__Frame__pdfviewer-99c19b8ca8a91ea3789cedc505302fabb8f2bdf9e78e181f53df56e1f979bb9a-Troisieme-Rapport-de-Suivi-Renforce-d--f43f71a182.pdf,.pdf,21057,81a144e86e8fb75bb9e98bff758177bf1697fe1e145fcb50e670441a3d501972
giaba,4,GIABA / 9cad0f346813907a975de867d74a0f64fae1bfaa0a0aff938f92875430e8419e-ENG---2nd-Enhanced-FUR-Guinea-11_6_25.pdf,02_giaba_evaluations_typologies\GIABA _ 9cad0f346813907a975de867d74a0f64fae1bfaa0a0aff938f92875430e8419e-ENG---2nd-Enhanced-FUR-Guinea-11_6_25.pdf,assets\giaba-org__Frame__pdfviewer-9cad0f346813907a975de867d74a0f64fae1bfaa0a0aff938f92875430e8419e-ENG---2nd-Enhanced-FUR-Guinea-11_6_25--79c2a90f0e.pdf,.pdf,20979,03ebab9470e309c381bbb2088da5d5670904c8769f3b2b4e99468dffdc290acf
giaba,4,GIABA / a0dfa22c879c89f7aebe8098d9a7df817cbf909299ba2c952ed4063562273973-7th-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ a0dfa22c879c89f7aebe8098d9a7df817cbf909299ba2c952ed4063562273973-7th-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-a0dfa22c879c89f7aebe8098d9a7df817cbf909299ba2c952ed4063562273973-7th-FUR-Nigeria---English.pdf--3c3430f18d.pdf,.pdf,20947,7bbe4357e0560fcb5e35e0df05aad3ef30f511f220ef9c450161decc0221d93e
giaba,4,GIABA / a6888e847443a64bbf9cc089991ab362dd8bc13e4a84fc2bca76aae03149810b-2eme-Rapport-de-Suivi-Renforcee-de-lU.pdf,02_giaba_evaluations_typologies\GIABA _ a6888e847443a64bbf9cc089991ab362dd8bc13e4a84fc2bca76aae03149810b-2eme-Rapport-de-Suivi-Renforcee-de-lU.pdf,assets\giaba-org__Frame__pdfviewer-a6888e847443a64bbf9cc089991ab362dd8bc13e4a84fc2bca76aae03149810b-2eme-Rapport-de-Suivi-Renforcee-de-lU--9160ef9bbe.pdf,.pdf,21019,32ccd72a0f0eefa6f90543d96958b4b248bf2762d899f8e160608cf18f7373a5
giaba,4,GIABA / acbd9ec30ac309d844077fc298b9f55a264758d58ed7c7b57230bcd26faaca95-4TH_FUR_GHANA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ acbd9ec30ac309d844077fc298b9f55a264758d58ed7c7b57230bcd26faaca95-4TH_FUR_GHANA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-acbd9ec30ac309d844077fc298b9f55a264758d58ed7c7b57230bcd26faaca95-4TH_FUR_GHANA.pdf--fd5d2dc756.pdf,.pdf,20907,467e53ac516e3d21a0623ffcfcaf1bf780268e58e4734a40f769b6c14efa9768
giaba,4,GIABA / af11955d07fda6888c7b80c518e3464230d180896cf033af37225be974b06985-5th-Enhanced-Follow-Up-Report-of-Beni.pdf,02_giaba_evaluations_typologies\GIABA _ af11955d07fda6888c7b80c518e3464230d180896cf033af37225be974b06985-5th-Enhanced-Follow-Up-Report-of-Beni.pdf,assets\giaba-org__Frame__pdfviewer-af11955d07fda6888c7b80c518e3464230d180896cf033af37225be974b06985-5th-Enhanced-Follow-Up-Report-of-Beni--6f4a39c20b.pdf,.pdf,20977,895bbed401914f6fa928340698c940f2358d3af2127d43989e811af8d7ab3f6c
giaba,4,GIABA / b6b87cbab0e239526c19b086d5605df4653acf3526a7a02c16242f6a2bff1cc4-Second-Enhanced-Follow-up-Report-of-t.pdf,02_giaba_evaluations_typologies\GIABA _ b6b87cbab0e239526c19b086d5605df4653acf3526a7a02c16242f6a2bff1cc4-Second-Enhanced-Follow-up-Report-of-t.pdf,assets\giaba-org__Frame__pdfviewer-b6b87cbab0e239526c19b086d5605df4653acf3526a7a02c16242f6a2bff1cc4-Second-Enhanced-Follow-up-Report-of-t--6a210aaee6.pdf,.pdf,21073,911279cdf460944704503b4aad7f3f62df2d96f0aa10b1ba5e53d0a2a8c7f556
giaba,4,GIABA / b7d4fdd519c966918db519499a593fabff8bcd3e4cd6948fd655ec637cf89e86-2nd-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ b7d4fdd519c966918db519499a593fabff8bcd3e4cd6948fd655ec637cf89e86-2nd-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-b7d4fdd519c966918db519499a593fabff8bcd3e4cd6948fd655ec637cf89e86-2nd-FUR-Nigeria---English.pdf--7ab9e0e50f.pdf,.pdf,20947,693dab1907f06c2aea010575d5ebecfce31f7c6d5bd02cbeaa4ac8d0fb1b5450
giaba,4,GIABA / ba91a0a0bb9d6a7629b1892a45096cf6d75803efe975d14f87adefea439d5ba6-3RD_FUR_GHANA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ ba91a0a0bb9d6a7629b1892a45096cf6d75803efe975d14f87adefea439d5ba6-3RD_FUR_GHANA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-ba91a0a0bb9d6a7629b1892a45096cf6d75803efe975d14f87adefea439d5ba6-3RD_FUR_GHANA.pdf--da48b738df.pdf,.pdf,20907,eb1ad09c143677a06d14f2dc6cb834bde02f2aefd2b09d1f37b45d71cce965fa
giaba,4,GIABA / bb7614adaa754713a1f27288ab6a187459fd8fdae93452edce8dca9a679f0710-7TH_FUR_GHANA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ bb7614adaa754713a1f27288ab6a187459fd8fdae93452edce8dca9a679f0710-7TH_FUR_GHANA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-bb7614adaa754713a1f27288ab6a187459fd8fdae93452edce8dca9a679f0710-7TH_FUR_GHANA.pdf--1f0cb3b646.pdf,.pdf,20907,aa33d2119e1edbc6898a3cf08f8833954f276c7eed33c2e572de50a5eeda5286
giaba,4,GIABA / bbfb18277f6dd9718588e6302090199d3956507f2ce6930e9a17df27b35c00db-Process-and-Procedures-for-the-GIABA-.pdf,02_giaba_evaluations_typologies\GIABA _ bbfb18277f6dd9718588e6302090199d3956507f2ce6930e9a17df27b35c00db-Process-and-Procedures-for-the-GIABA-.pdf,assets\giaba-org__Frame__pdfviewer-bbfb18277f6dd9718588e6302090199d3956507f2ce6930e9a17df27b35c00db-Process-and-Procedures-for-the-GIABA---cf1dbee12c.pdf,.pdf,21119,928b76f2a5873d518bd76de020c3c8501f6f63de0cf34b92831a889fd206a7ff
giaba,4,GIABA / bc475191feb7ee5922db6561462a69aa70f4b0f4218aa0b88443c799ffccf1ba-1st-FUR-Sierra-Leone---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ bc475191feb7ee5922db6561462a69aa70f4b0f4218aa0b88443c799ffccf1ba-1st-FUR-Sierra-Leone---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-bc475191feb7ee5922db6561462a69aa70f4b0f4218aa0b88443c799ffccf1ba-1st-FUR-Sierra-Leone---English.pdf--4bc36968be.pdf,.pdf,20961,0fa99f30dd7023e63d2912a8007f16dacf75a1b5f988a5672f8bb269c83202de
giaba,4,GIABA / bc674b90f9025e7a895c3e0539c4c0f3907f339cd7968bceede638e518edb2e9-4th-FUR-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ bc674b90f9025e7a895c3e0539c4c0f3907f339cd7968bceede638e518edb2e9-4th-FUR-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-bc674b90f9025e7a895c3e0539c4c0f3907f339cd7968bceede638e518edb2e9-4th-FUR-Nigeria---English.pdf--3d9e2a7cdb.pdf,.pdf,20947,87630654ab743a465dc963f200c645c7914e7fa51d1b0a8141b6c8aaee68a9e5
giaba,4,GIABA / bd2ebe5b53626b043ad8a9d50c13f09e7297058050a0b4b0300f16952f714db8-Sierra-Leone---4th-Enhanced-FUR.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ bd2ebe5b53626b043ad8a9d50c13f09e7297058050a0b4b0300f16952f714db8-Sierra-Leone---4th-Enhanced-FUR.pdf.pdf,assets\giaba-org__Frame__pdfviewer-bd2ebe5b53626b043ad8a9d50c13f09e7297058050a0b4b0300f16952f714db8-Sierra-Leone---4th-Enhanced-FUR.pdf--d74a5d9289.pdf,.pdf,20963,c67ffe85ce503b6221923d62e2e4b018d98004cab7f1c473e4dff7c3a61f7af1
giaba,4,GIABA / c37a0cac84e31bbd91ca181698f610a5c39ee2b1bb9ef32278862577628e9a71-COMUNICADO-DE-IMPRENSA-ANTES-DO-EVENT.pdf,02_giaba_evaluations_typologies\GIABA _ c37a0cac84e31bbd91ca181698f610a5c39ee2b1bb9ef32278862577628e9a71-COMUNICADO-DE-IMPRENSA-ANTES-DO-EVENT.pdf,assets\giaba-org__Frame__pdfviewer-c37a0cac84e31bbd91ca181698f610a5c39ee2b1bb9ef32278862577628e9a71-COMUNICADO-DE-IMPRENSA-ANTES-DO-EVENT--b8d212ba42.pdf,.pdf,21171,125d149b1d671cb2712ae538ab680b196dd9c41058cf4e81af0578bdfb6e9ff1
giaba,4,GIABA / c4da9e19e41ece3bd1ad65c3c8ddbc5967003eb3549b68f3548be05249f59b1e-giaba 12-annual-report_-ENG.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ c4da9e19e41ece3bd1ad65c3c8ddbc5967003eb3549b68f3548be05249f59b1e-giaba 12-annual-report_-ENG.pdf.pdf,assets\giaba-org__Frame__pdfviewer-c4da9e19e41ece3bd1ad65c3c8ddbc5967003eb3549b68f3548be05249f59b1e-giaba-2012-annual-report_-ENG.pdf--f4950d63ce.pdf,.pdf,20943,95d9b9169fbdc833095c8484ba9a7ddf1af8de0dcb5ddc5beba03ec46e889ee0
giaba,4,GIABA / c4f9c6ebf351ed6ca911e9928b66211d9eb7e1c40c5c1bbe0d8b9f33d629803a-2ND_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ c4f9c6ebf351ed6ca911e9928b66211d9eb7e1c40c5c1bbe0d8b9f33d629803a-2ND_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-c4f9c6ebf351ed6ca911e9928b66211d9eb7e1c40c5c1bbe0d8b9f33d629803a-2ND_FUR_GAMBIA.pdf--27443c7260.pdf,.pdf,20909,d90fb4aa464dcaac5f92a4c928300f4b6c0ffe32cadf0ec7e877c89ee84cbd7d
giaba,4,GIABA / c7a5d9aaf2fc3986320627fadaf60c3dfc25693a2c34ddc5fe17b7f045685a58-5o-Relatorio-de-Seguimento-Reforcado-.pdf,02_giaba_evaluations_typologies\GIABA _ c7a5d9aaf2fc3986320627fadaf60c3dfc25693a2c34ddc5fe17b7f045685a58-5o-Relatorio-de-Seguimento-Reforcado-.pdf,assets\giaba-org__Frame__pdfviewer-c7a5d9aaf2fc3986320627fadaf60c3dfc25693a2c34ddc5fe17b7f045685a58-5o-Relatorio-de-Seguimento-Reforcado---e6bcf451e2.pdf,.pdf,20995,f54b9e6321edde19e2b9c01fad69446cf5c780e5d869d056b07f45c9e37f54ce
giaba,4,GIABA / cd123026c27473169902aadd7cc3198898243510c731ca9616e5b3f825ce2ab4-5TH_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ cd123026c27473169902aadd7cc3198898243510c731ca9616e5b3f825ce2ab4-5TH_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-cd123026c27473169902aadd7cc3198898243510c731ca9616e5b3f825ce2ab4-5TH_FUR_GAMBIA.pdf--eab4422a3e.pdf,.pdf,20909,812674e3bc41b57a559e6c8b166046bdfb9ef14598dfb149ed58aae61d4378e5
giaba,4,GIABA / cfe4af8c085f651b76f8f7e17ff17fa9841620863d876588df87ae82746256fe-POST-EVENT-PRESS-RELEASE-WEST-AFRICAN.pdf,02_giaba_evaluations_typologies\GIABA _ cfe4af8c085f651b76f8f7e17ff17fa9841620863d876588df87ae82746256fe-POST-EVENT-PRESS-RELEASE-WEST-AFRICAN.pdf,assets\giaba-org__Frame__pdfviewer-cfe4af8c085f651b76f8f7e17ff17fa9841620863d876588df87ae82746256fe-POST-EVENT-PRESS-RELEASE-WEST-AFRICAN--772ff42f34.pdf,.pdf,21033,83088d816eab5af4ad1b383dac442e8214cbb88e8859dc765746ec64f2b159ea
giaba,4,GIABA / d23554767a9fc93703ecb7123627d6095ec1be43c0e06926e4d6fcbd6829b475-ENG---MER-of-the-Union-of-the-Comoros.pdf,02_giaba_evaluations_typologies\GIABA _ d23554767a9fc93703ecb7123627d6095ec1be43c0e06926e4d6fcbd6829b475-ENG---MER-of-the-Union-of-the-Comoros.pdf,assets\giaba-org__Frame__pdfviewer-d23554767a9fc93703ecb7123627d6095ec1be43c0e06926e4d6fcbd6829b475-ENG---MER-of-the-Union-of-the-Comoros--cadb0daf5e.pdf,.pdf,21003,dc6935af9ced577d6c2c22cb26f651742ea4368b2585d16eac351422b70be374
giaba,4,GIABA / d4063f8529547fedf2a12a91ecfb691e31549db0e2c03b5d2b2ab38d8f329020-REV_FUR_GHANA_POST-PLENARY.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ d4063f8529547fedf2a12a91ecfb691e31549db0e2c03b5d2b2ab38d8f329020-REV_FUR_GHANA_POST-PLENARY.pdf.pdf,assets\giaba-org__Frame__pdfviewer-d4063f8529547fedf2a12a91ecfb691e31549db0e2c03b5d2b2ab38d8f329020-REV_FUR_GHANA_POST-PLENARY.pdf--3c0033b911.pdf,.pdf,20937,7ad6ab864d6311d1febdf4bba708ac553f1c950482d620372556a254631d841c
